ID_ALOJAMIENTO,TITULO_ALOJAMIENTO,TIPO_ALOJAMIENTO,ESPACIO_ALOJAMIENTO,UBICACION,PRECIO_USD,MAX_HUESPEDES,CANTIDAD_HABITACIONES,CANTIDAD_CAMAS,CANTIDAD_BAÑOS,ES_SUPER_ANFITRION,CANTIDAD_EVALUACIONES,CALIFICACION_GENERAL,CALIFICACION_LIMPIEZA,CALIFICACION_VERACIDAD,CALIFICACION_LLEGADA,CALIFICACION_COMUNICACION,CALIFICACION_UBICACION,CALIFICACION_CALIDAD_PRECIO,FLAG_RESERV_INMEDIATA,FLAG_LLEGADA_AUTONOMA,FLAG_CANCELAC_GRATUITA,FLAG_ACEPT_MASCOTAS
53444113,"Cómoda habitación doble. 300m-> playa, WiFi, parking",Apartotel,Habitación,Bayahibe,55,2,1,2,1,1,12,4.58,4.6,4.5,4.4,4.6,4.6,4.4,0,0,0,0
9.62164E+17,vista al mar,Apartamento,Alojamiento entero,Juan Dolio,70,3,1,1,1,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,1,0
1.02232E+18,Vista Increible Piso11| 4Camas|Cocina Full| Playa,Villa,Alojamiento entero,Juan Dolio,156,6,2,3,2,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,1,1,0
9.22613E+17,Moderno Apartamento en Bayahibe con piscina,Apartamento,Alojamiento entero,Bayahibe,80,2,1,1,1,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,0,1,0
1.13765E+18,apartamento de 1 habitación,Villa,Alojamiento entero,Santo Domingo,72,2,1,1,1,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,0,1,0
1.00484E+18,Apartamentos Carmen 5,Villa,Alojamiento entero,Samaná,240,14,4,8,2,1,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,0,0
50851742,TERRAZAS DEL CARIBE BE LIVE.,Villa,Alojamiento entero,Santo Domingo,26,3,1,1,1,0,26,4.5,4.3,4.6,4.7,4.6,4.8,4.5,1,1,1,0
9.47846E+17,Habitación con baño privado 1A.,Apartamento,Habitación,Santo Domingo,15,No encontrado,1,No encontrado,No encontrado,0,4,5,4.8,5,5,5,5,5,1,1,1,0
49010738,Amplio condominio 3 BR Santo Domingo Este.,Apartamento,Alojamiento entero,Santo Domingo,65,6,3,3,2,1,65,4.85,4.8,4.9,5,5,4.9,4.8,1,1,1,1
8.54481E+17,"Alojamiento privado único, 5 dormitorios",Apartotel,Alojamiento entero,Puerto Plata,649,12,5,5,No encontrado,1,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,1,1,1
7.804E+17,Habitación 306.,Apartamento,Alojamiento entero,Puerto Plata,58,2,1,1,1,0,4,4.75,4.5,4.5,4.8,4.8,4.8,4.5,0,0,0,0
7.7688E+17,"Villa de 2 dormitorios y 1 baño apta para huéspedes, WiFi, piscina, aire acondicionado, TV.",Villa,Alojamiento entero,Puerto Plata,99,5,2,2,1,1,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,0,0
16351483,HABITACIÓN-ESTUDIO  ZONA COLONIAL DE STO. DGO.,Apartotel,Habitación,Santo Domingo,25,No encontrado,No encontrado,1,No encontrado,0,16,4.94,4.8,4.9,5,5,5,4.8,1,0,1,0
9.0276E+17,Apartamento en Villas Cofresi,Villa,Alojamiento entero,Puerto Plata,85,4,2,2,2,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,1,0
7.22349E+17,"Bonito loft con terraza pequeño, perfecto para 1 persona",Apartotel,Alojamiento entero,Puerto Plata,48,2,1,1,1,1,4,5,5,5,5,5,5,5,0,1,0,1
6.61393E+17,centro vacacional de estilo de vida de playa tropical,Apartotel,Habitación,Puerto Plata,75,4,1,No encontrado,1,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,1,1,0
9.42708E+17,Apartamento nuevo de 2 dormitorios y 2 baños en la playa de Juan Dolio.,Villa,Alojamiento entero,Juan Dolio,No encontrado,4,2,2,2,1,No encontrado,No encontrado,4.9,5,4.8,4.9,4.7,4.9,1,0,1,0
1.11024E+18,Espectacular apto de playa,Apartotel,Alojamiento entero,Juan Dolio,72,4,2,2,2,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,1,1,0
7.80974E+17,Apartamento con piscina cerca de la playa,Villa,Alojamiento entero,Bayahibe,58,4,1,2,1,1,59,4.98,4.9,5,5,5,4.7,4.9,1,1,1,0
7.36596E+17,Villas De Lujo En EL Caribe 3 A 7 Habitaciones,Apartamento,Alojamiento entero,Puerto Plata,518,14,1,7,1,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,1,0,0
36209998,ÁTICO DE 2 NIVELES CON VISTA AL MAR de 2 dormitorios/1 baño,Apartotel,Alojamiento entero,Santo Domingo,73,4,2,2,1,0,27,4.85,4.7,4.8,4.8,4.8,4.8,4.6,1,1,0,1
50380596,Frente al mar/ piscina/nuevo/balcón/ 21 plantas/ Boho????????,Apartotel,Alojamiento entero,Juan Dolio,115,2,1,1,1,1,95,4.97,5,5,4.9,5,4.9,4.9,1,1,1,0
7.94092E+17,"Villa caribeña totalmente amueblada en renta, 4BD/4BT",Villa,Alojamiento entero,Puerto Plata,550,9,4,4,4,1,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,0,1
27139905,Apartamento Con Vista y Frente a la Zona Colonial,Apartotel,Alojamiento entero,Santo Domingo,60,6,3,3,2,1,92,4.87,4.9,4.9,4.9,5,4.8,4.8,0,1,0,0
9.9571E+17,"Torre vista mar, la romana apartamento 2",Apartotel,Alojamiento entero,La Romana,110,4,3,3,3,0,18,5,4.9,5,5,5,5,5,0,1,0,0
7.35506E+17,"¡Villa Palm, elegante villa + jacuzzi privado!",Apartamento,Alojamiento entero,Puerto Plata,129,4,2,3,1,1,25,4.88,5,4.7,5,4.9,4.6,4.8,0,0,0,0
1.04954E+18,Escapada en Boca chica,Apartamento,Alojamiento entero,Santo Domingo,85,4,2,2,2,1,10,5,5,5,5,5,5,5,0,1,1,0
23430447,Apartamento frente a la playa en Juan Dolio,Apartamento,Alojamiento entero,Juan Dolio,150,6,2,4,2,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,1,1,1
43318340,CASA COCO-CIELO Superior 6 Master @ Casa Linda,Apartotel,Alojamiento entero,Puerto Plata,414,12,6,6,No encontrado,0,56,4.75,4.8,4.7,4.9,4.8,4.9,4.7,1,1,0,1
8.28994E+17,Caribe Aparthotel 2A,Villa,Alojamiento entero,Puerto Plata,20,2,1,1,1,0,19,4.53,4.7,4.6,4.6,4.8,4.4,4.6,1,1,0,0
9.29691E+17,Bed & Breakfast Romantic Luxury,Apartotel,Habitación,Santo Domingo,65,2,1,1,1,0,44,4.66,4.8,4.7,4.8,4.7,4.9,4.8,1,1,1,1
7.72989E+17,Un acogedor refugio de dos camas,Villa,Habitación,Santo Domingo,75,No encontrado,1,No encontrado,No encontrado,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,0,1
7.6936E+17,¡Villa todo incluido en el centro vacacional!,Apartamento,Alojamiento entero,Puerto Plata,2145,6,3,3,3,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,0,0
7.93552E+17,¡Ven a pasar una semana en el Caribe!,Apartamento,Alojamiento entero,Puerto Plata,449,7,3,3,3,1,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,0,1
27986561,Golf Villa y Casa de Campo Resort,Casa,Alojamiento entero,La Romana,700,8,4,5,No encontrado,0,3,5,5,5,5,5,5,5,0,1,1,1
1.02857E+18,Apartamento para vacacionar,Apartotel,Alojamiento entero,Santo Domingo,60,4,3,3,2,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,0,1,1
1.06101E+18,Mezzanine frente al mar de KiteBeach,Apartamento,Alojamiento entero,Puerto Plata,80,2,1,No encontrado,1,1,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,1,0,0
40760685,Habitación con vistas a la montaña sin cocina en Casa Laguna,Apartotel,Habitación,Puerto Plata,60,2,1,1,1,0,22,4.14,4.6,4.4,4.6,4.5,4.7,4.3,1,1,0,0
7.75596E+17,Penthouse de lujo con vista al mar de 3 dormitorios y 2 baños.,Apartotel,Alojamiento entero,Puerto Plata,220,6,3,3,2,1,44,4.8,4.8,4.8,4.8,4.6,4.8,4.8,0,1,1,0
30127313,Paseo Colonial - Sabbatical,Apartamento,Alojamiento entero,Santo Domingo,89,2,1,1,1,0,189,4.47,4.6,4.6,4.8,4.6,4.8,4.5,1,1,0,0
4565681,HabitacionMadera 11 @GipsyRanchRooms,Apartamento,Habitación,Puerto Plata,34,No encontrado,1,No encontrado,No encontrado,0,No encontrado,No encontrado,4.7,5,5,5,4.5,4.7,0,0,0,1
22120706,Hotel boutique de 2 camas en Boca Chica,Apartamento,Habitación,Santo Domingo,75,4,1,2,1,0,27,4.63,4.8,4.7,4.8,4.7,4.6,4.6,1,0,1,1
6.03231E+17,Elegante Apartamento con parqueo,Apartotel,Alojamiento entero,Puerto Plata,45,4,2,2,1,1,13,4.69,4.8,4.6,4.8,4.8,4.3,4.8,1,1,1,1
53978138,Penthouse encantador con vista al mar,Apartamento,Alojamiento entero,Juan Dolio,98,4,1,2,2,0,4,5,4.8,4,4,4,5,4.5,1,0,1,0
20169048,"Bella vista villa , altos de cofresi",Hostal,Alojamiento entero,Puerto Plata,280,9,3,4,3,0,3,5,5,4.7,5,5,5,5,0,0,0,0
50068395,TERRAZAS DEL CARIBE GARDEN,Apartotel,Alojamiento entero,Santo Domingo,26,3,No encontrado,1,1,0,85,4.38,4.2,4.4,4.8,4.8,4.8,4.4,1,0,1,0
9.51633E+17,Bonito apartamento de 2 dormitorios nuevo y cercano a la playa,Apartamento,Alojamiento entero,Bayahibe,85,4,2,2,1,0,3,4.67,5,4.3,5,4.7,5,4.7,1,0,1,0
1.15154E+18,Residence OF Metro Country Club,Apartotel,Alojamiento entero,Juan Dolio,200,7,3,3,No encontrado,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,0,1,0
8.42677E+17,Apartamento Tranquilidad 2,Apartotel,Alojamiento entero,Puerto Plata,25,2,1,1,1,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,1,0
37741630,Condominio Caribe,Apartotel,Alojamiento entero,Santo Domingo,40,2,No encontrado,1,1,0,3,4,5,3.7,3.3,3.3,3.7,4.3,1,1,1,0
1.02399E+18,La Bella de Samaná,Apartotel,Alojamiento entero,Samaná,50,4,2,2,1,1,9,5,5,4.9,4.9,5,5,4.9,1,0,1,0
7.93546E+17,Villa caribeña en una residencia de lujo,Apartotel,Alojamiento entero,Puerto Plata,450,7,3,3,3,1,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,0,1
8.31268E+17,campo de golf con vistas al mar,Apartamento,Alojamiento entero,La Romana,2500,12,6,12,No encontrado,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,1,0
1.00086E+18,Apartamento Azul Lux Mountain - 2nd Fl,Apartamento,Alojamiento entero,Puerto Plata,48,8,3,No encontrado,2,1,5,4.6,5,4.8,4.8,4.8,4.8,4.8,0,1,0,1
1.04936E+18,Acogedor apartamento cerca de la playa con piscina,Apartamento,Alojamiento entero,Santo Domingo,55,6,2,No encontrado,1,1,9,4.78,4.5,4.9,5,4.9,4.9,4.9,0,1,0,0
7349302,Acogedor departamento con terraza totalmente privada en la azotea y jacuzzi,Apartamento,Alojamiento entero,Santo Domingo,80,2,1,1,1,1,397,4.92,4.9,4.9,5,5,5,4.8,0,1,0,1
1.14706E+18,Asequibles 3 habitaciones Lux con vista al mar,Apartotel,Alojamiento entero,Puerto Plata,151,6,3,3,3,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,1,0
30175704,Alojamiento cómodo y como lo quieras!,Apartamento,Habitación,Santo Domingo,90,7,1,7,1,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,1,0
50432818,Zona colonial-cerca del malecón y  conde peatonal,Villa,Alojamiento entero,Santo Domingo,64,4,2,2,1,1,No encontrado,No encontrado,4.7,4.8,4.8,4.8,4.8,4.7,1,1,1,1
1.09047E+18,Apartamento con parqueo,Apartotel,Alojamiento entero,Puerto Plata,40,4,2,No encontrado,1,1,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,1,1,1
9.96282E+17,¡Villas de la corona de 3 dormitorios con vistas increíbles! ORO VIP,Apartamento,Alojamiento entero,Puerto Plata,180,6,3,No encontrado,3,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,0,0
6.91967E+17,Hotel cadiz colonial  Habitación 1-5 con aire,Apartotel,Habitación,Santo Domingo,34,2,1,1,1,0,4,5,4.8,5,5,5,5,4.5,1,1,1,0
8.16633E+17,Un lugar muy relajado,Apartotel,Alojamiento entero,Puerto Plata,903,4,2,3,3,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,0,1,0
6.56035E+17,Zona colonial  a poca distancia de una casa de reciclaje,Apartamento,Habitación,Santo Domingo,40,No encontrado,2,2,No encontrado,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,0,1
29326113,Green Loft Kite Beach (casa de mango),Apartotel,Alojamiento entero,Cabarete,27,2,1,1,1,1,No encontrado,No encontrado,4.5,4.3,4.8,4.8,4.6,4.3,0,0,0,1
9.32837E+17,"Apartamento MB, A",Apartotel,Alojamiento entero,Puerto Plata,60,4,2,No encontrado,1,1,11,4.82,5,4.8,4.9,5,4.7,4.7,1,1,1,0
1.0413E+18,Cómodo espacio al lado de la playa,Apartotel,Alojamiento entero,Puerto Plata,73,4,2,3,2,0,15,4.33,4.4,4.6,4.9,4.8,4.6,4.4,1,0,1,0
8.84708E+17,Villa 859B Casa Linda,Apartamento,Alojamiento entero,Puerto Plata,180,4,2,2,2,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,1,1
8.41211E+17,"Apartamento con cama doble, VillaCapri",Apartamento,Habitación,Santo Domingo,60,No encontrado,No encontrado,2,No encontrado,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,0,1,0
1.08616E+18,Suite de lujo Amber Coast,Apartotel,Habitación,Puerto Plata,102,2,1,1,1,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,1,1,0
12018188,Habitación privada Single Azul - Casa Azul Apartment,Villa,Habitación,Puerto Plata,23,No encontrado,No encontrado,1,No encontrado,1,33,4.88,4.9,4.9,4.9,5,4.8,4.8,1,1,0,0
1.07186E+18,Ameriwest Missionary Guest House,Apartotel,Habitación,Santo Domingo,36,15,2,No encontrado,1,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,1,1
7.03681E+17,Precioso departamento de 2 habitaciones con chimenea interior.,Hotel,Alojamiento entero,Samaná,89,6,2,2,1,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,0,1,0
1.15503E+18,Hermosa villa de lujo,Apartamento,Alojamiento entero,Samaná,395,8,3,4,3,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,1,0
45081233,Condominio frente a la playa 3 dormitorios wifi gratuito y Netflix,Casa,Alojamiento entero,Juan Dolio,125,10,3,7,2,0,9,4.56,4.6,4.8,4.9,4.8,4.7,4.3,0,1,0,0
9.4429E+17,Luxury in Tropical Paradise - Cabarate  Suite,Hotel,Habitación,Puerto Plata,94,2,No encontrado,1,1,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,1,1,0
6.75285E+17,Departamento Caribbean Breeze frente a la playa,Hotel,Alojamiento entero,Juan Dolio,188,6,2,3,2,1,21,4.81,5,4.7,5,4.9,4.9,4.7,1,1,1,0
1.16742E+18,Apartamento Completo,Apartamento,Alojamiento entero,Santo Domingo,43,4,1,2,1,1,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,1,1,0
20804108,Lujoso salón en la azotea con vistas ? al mar ?,Villa,Alojamiento entero,Santo Domingo,100,6,2,2,3,1,240,4.95,5,4.9,4.9,5,5,4.9,0,1,0,0
1.16445E+18,Villa LUX de 6 dormitorios y 6 baños,Apartamento,Alojamiento entero,Puerto Plata,240,12,6,6,No encontrado,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,0,0,0
6.43517E+17,"Hermosa Cabarete de 2 habitaciones, Callejón",Apartotel,Alojamiento entero,Puerto Plata,65,4,2,No encontrado,1,0,No encontrado,No encontrado,4.9,4.9,4.7,5,4.9,4.9,0,0,1,1
6.94212E+17,"Hermoso apartamento, cerca de todo.",Apartotel,Alojamiento entero,Puerto Plata,35,4,2,2,1,0,43,4.86,5,4.8,4.9,5,4.9,5,1,0,1,1
757407,"Acogedor apartamento para hasta 4 huéspedes, hermosa ubicación",Apartotel,Alojamiento entero,Puerto Plata,41,4,1,1,0,0,115,4.91,4.9,4.9,5,5,4.8,4.9,1,0,1,0
1.02994E+18,aparta estudio en boca chica SDN,Apartotel,Alojamiento entero,Santo Domingo,30,2,No encontrado,1,1,1,3,4.67,5,4.3,5,5,4.7,4.7,1,0,0,1
51503393,Templo de Paz • Habitacion con baño privado,Hotel,Habitación,Santo Domingo,18,No encontrado,No encontrado,1,No encontrado,1,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,0,1,1
49404728,Escápate del condominio 2BR en el corazón de Zona Colonial,Apartotel,Alojamiento entero,Santo Domingo,95,5,2,3,2,0,58,4.21,4.3,4.4,4.5,4.5,4.6,4.2,0,0,0,1
1.11538E+18,Acogedor departamento frente al mar con piscina,Apartotel,Alojamiento entero,Juan Dolio,75,2,1,1,1,1,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,1,1,1
7.51086E+17,Apartahotel Next Level - Apartamento de un dormitorio,Hotel,Alojamiento entero,Punta Cana,90,2,1,1,1,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,0,0,0
26034695,Apartamento en Cadaques Caribe,Apartotel,Alojamiento entero,Bayahibe,105,4,2,2,2,0,11,4.18,4.2,4.5,4.7,4.3,4.8,4.5,0,1,0,1
8.08159E+17,Apartamento tranquilo con vistas al mar,Alojamiento,Alojamiento entero,Juan Dolio,281,6,2,3,2,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,1,0
45440956,Apartamento acogedor de Gloria,Hotel,Alojamiento entero,La Romana,60,4,2,2,1,0,3,5,5,5,5,5,5,5,0,0,1,0
7.57806E+17,Excelente apartamento amueblado 2 habitaciones.,Casa,Alojamiento entero,Puerto Plata,64,5,2,2,2,0,95,4.78,4.8,4.8,4.7,4.7,4.8,4.8,1,0,1,0
17778245,Camino laguna apartamento Kite Beach(Mango House),Hotel,Alojamiento entero,Puerto Plata,28,2,1,1,1,1,No encontrado,No encontrado,4.7,4.8,4.9,5,4.8,4.8,0,0,0,1
5.58017E+17,?Piscina de? Wifi de 1BR de la Riviera Colonial del apartamento de la visión asombrosa??,Hotel,Alojamiento entero,Santo Domingo,45,2,1,1,1,0,27,4.59,4.9,4.7,4.8,4.9,4.7,4.6,0,1,1,0
8.2412E+17,The Charming 3BR Apt with Pool & Scenic Rooftop,Hotel,Alojamiento entero,Puerto Plata,130,6,3,4,2,0,3,5,5,5,5,4.7,4.7,5,1,1,1,0
41286898,"Condominio de lujo frente a la playa en Cabarete, DR",Apartamento,Alojamiento entero,Puerto Plata,500,6,3,3,3,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,1,1,0
6.35347E+17,#302 Encantadora unidad cerca de la Zona Colonial y Malecón,Hotel,Alojamiento entero,Santo Domingo,32,2,1,1,1,0,19,4.32,4.7,4.4,4.6,4.7,4.6,4.4,1,0,1,0
2107712,Apart. 3 habitaciones en Bayahibe,Hotel,Alojamiento entero,Bayahibe,90,6,3,4,2,0,107,4.75,4.6,4.8,5,4.9,4.9,4.6,0,1,0,1
5.61544E+17,hermosas,Alojamiento,Habitación,La Romana,24,No encontrado,No encontrado,1,No encontrado,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,1,0
45511363,Villa Cofresi,Apartamento,Alojamiento entero,Puerto Plata,250,8,3,3,3,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,0,0,1
7478626,vIP junior suite,Apartamento,Habitación,Puerto Plata,300,2,1,1,1,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,1,0
37991624,"VILLA H17, ENCANTO ES JUAN DOLIO",Apartotel,Alojamiento entero,Juan Dolio,360,10,4,7,No encontrado,0,No encontrado,No encontrado,4.5,4,4.6,4.2,4.9,4.4,1,0,1,1
1.05082E+18,5BR Villa Dorado en playa con piscina y Maid,Apartotel,Alojamiento entero,Punta Cana,999,10,5,5,No encontrado,0,5,4.8,5,4.8,4.8,4.8,4.8,5,1,0,0,0
9.92021E+17,Fortunity BeachTower-2 Hab. con vista a la piscina,Apartotel,Alojamiento entero,Puerto Plata,217,6,2,3,2,0,3,5,4.7,5,5,5,5,5,1,1,1,0
7.32084E+17,Estudio junto al mar en un centro vacacional con todo incluido,Apartamento,Habitación,Puerto Plata,70,4,1,1,1,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,1,0
16731225,Habitación en una casa de huéspedes tropical y clase de cometas gratuitas.,Villa,Habitación,Puerto Plata,192,2,1,1,1,1,43,4.67,4.8,4.8,4.8,4.8,4.7,4.8,0,1,0,1
6.82583E+17,Primer piso lujoso  apto area común con piscina,Apartamento,Alojamiento entero,Santo Domingo,90,6,3,4,2,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,1,0
7.55896E+17,Ático en la azotea * Playa privada VIP *,Villa,Alojamiento entero,Punta Cana,139,4,2,2,2,0,19,5,4.9,4.9,5,4.8,4.7,4.9,1,1,1,0
8.72023E+17,"Piscina en la azotea Lux, privada/segura, Villa Doña Julia",Villa,Alojamiento entero,La Romana,114,6,3,3,3,1,25,4.8,4.9,5,5,4.8,4.9,4.8,1,0,1,1
1.10378E+18,Las Terrazas G,Apartotel,Alojamiento entero,Bayahibe,No encontrado,4,2,No encontrado,2,0,No encontrado,No encontrado,4.8,5,5,5,5,5,0,0,0,0
45476177,Apartamento azul paradisíaco frente a la piscina,Apartamento,Alojamiento entero,Puerto Plata,68,5,2,3,1,1,42,4.86,4.8,5,4.9,4.9,4.9,4.9,1,1,1,0
9.38977E+17,Penthouse de playa familiar El  Salí.,Casa,Alojamiento entero,Juan Dolio,120,8,3,9,3,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,1,1,0
9.52004E+17,Habitacion doble - Hostel Zona Colonial,Villa,Habitación,Santo Domingo,23,2,1,1,1,1,23,4.78,4.6,4.7,4.9,4.8,4.9,4.9,1,1,1,0
47411661,"¡Casa Dorada Casati, gran piscina y jardín!",Apartamento,Alojamiento entero,Puerto Plata,148,8,3,4,3,1,61,4.95,5,4.9,4.9,5,4.8,4.9,1,0,0,0
6.02926E+17,Exótica villa con piscina Privada,Apartotel,Alojamiento entero,Bávaro,575,6,3,3,2,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,1,1
